RECORDING_SESSION_LABEL	TRIAL_INDEX	EYE_USED	IA_AREA	IA_DWELL_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_FIXATION_COUNT	IA_FIXATION_COUNT	IA_ID	IA_LABEL	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_SKIP	INTEREST_AREA_FIXATION_SEQUENCE	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_TOTAL_VISITED_IA_COUNT	SENTENCE_RT	Trial_Index_	paragraphid	speechid
"P09"	1	"RIGHT"	570,00	0	.	.	.	.	.	.	.	.	0	11	"N"	.	.	.	.	.	.	1	[0]	115,00	2	16	"Trial: 1"	0	43	1	-1	1327
"P09"	1	"RIGHT"	570,00	0	.	.	.	.	.	.	.	.	0	12	"D"	.	.	.	.	.	.	1	[0]	115,00	2	16	"Trial: 1"	0	43	1	-1	1327
"P09"	1	"RIGHT"	570,00	0	.	.	.	.	.	.	.	.	0	13	"E"	.	.	.	.	.	.	1	[0]	115,00	2	16	"Trial: 1"	0	43	1	-1	1327
"P09"	1	"RIGHT"	836,00	0	.	.	.	.	.	.	.	.	0	14	"R"	.	.	.	.	.	.	1	[0]	115,00	2	16	"Trial: 1"	0	43	1	-1	1327
"P09"	1	"RIGHT"	874,00	0	.	.	.	.	.	.	.	.	0	15	"N"	.	.	.	.	.	.	1	[0]	115,00	2	16	"Trial: 1"	0	43	1	-1	1327
"P09"	1	"RIGHT"	950,00	0	.	.	.	.	.	.	.	.	0	16	"U"	.	.	.	.	.	.	1	[0]	115,00	2	16	"Trial: 1"	0	43	1	-1	1327
"P09"	2	"RIGHT"	1100,00	0	.	.	.	.	.	.	.	.	0	1	"H"	.	.	.	.	.	.	1	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	660,00	0	.	.	.	.	.	.	.	.	0	2	"e"	.	.	.	.	.	.	1	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	968,00	156	156	3	5	[5]	3	0	156	1	1	3	"j"	1	1	0	0	0	0	1	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	1012,00	0	.	.	.	.	.	.	.	.	0	4	"a"	.	.	.	.	.	.	1	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	660,00	141	141	2	.	.	2	1	141	1	1	5	"l"	0	0	1	1	1	1	0	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	660,00	0	.	.	.	.	.	.	.	.	0	6	"l"	.	.	.	.	.	.	1	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	968,00	0	.	.	.	.	.	.	.	.	0	7	"e"	.	.	.	.	.	.	1	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	1012,00	0	.	.	.	.	.	.	.	.	0	8	"s"	.	.	.	.	.	.	1	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	660,00	0	.	.	.	.	.	.	.	.	0	9	"a"	.	.	.	.	.	.	1	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	660,00	244	244	4	3	[3, 5]	4	1	244	1	1	10	"m"	0	0	0	0	0	0	0	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	660,00	0	.	.	.	.	.	.	.	.	0	11	"m"	.	.	.	.	.	.	1	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	660,00	0	.	.	.	.	.	.	.	.	0	12	"e"	.	.	.	.	.	.	1	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	660,00	0	.	.	.	.	.	.	.	.	0	13	"n"	.	.	.	.	.	.	1	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	2	"RIGHT"	1100,00	0	.	.	.	.	.	.	.	.	0	14	"!"	.	.	.	.	.	.	1	[0, 5, 3, 10]	700,00	4	14	"Trial: 2"	3	798	2	0	1327
"P09"	3	"RIGHT"	1725,00	0	.	.	.	.	.	.	.	.	0	1	"S"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	2	"o"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	3	"m"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	2070,00	0	.	.	.	.	.	.	.	.	0	4	"I"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	5	"a"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	6	"l"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	7	"l"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	8	"e"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	9	"r"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	69	69	4	94	[94]	3	0	69	1	1	10	"e"	1	1	0	0	0	0	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	11	"d"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	12	"e"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	13	"v"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	14	"e"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	15	"d"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	16	","	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	17	"v"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	18	"i"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	19	"l"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	20	"v"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	21	"i"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	22	"o"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	23	"m"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	24	"l"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	25	"i"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	26	"d"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	27	"t"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	28	"t"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	29	"æ"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	30	"n"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	31	"d"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	32	"e"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	33	"f"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	34	"o"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	35	"r"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	36	"e"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	37	"t"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	38	"b"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	39	"a"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	69,00	0	.	.	.	.	.	.	.	.	0	40	"?"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	41	"l"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	42	","	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	43	"d"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	44	"e"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	45	"r"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	46	"v"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	47	"i"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	48	"l"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	49	"b"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	50	"r"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	51	"æ"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	52	"n"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	53	"d"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	54	"e"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	55	"e"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	56	"t"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	57	"s"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	58	"k"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	59	"a"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	60	"b"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	61	"a"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	62	"f"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	2070,00	0	.	.	.	.	.	.	.	.	0	63	""	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	64	"d"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	65	"e"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	66	"t"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	67	"s"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	68	"k"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	69	"a"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	70	"b"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	71	","	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	72	"v"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1518,00	0	.	.	.	.	.	.	.	.	0	73	"i"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1587,00	0	.	.	.	.	.	.	.	.	0	74	"h"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1035,00	0	.	.	.	.	.	.	.	.	0	75	"a"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1725,00	0	.	.	.	.	.	.	.	.	0	76	"r"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	2325,00	0	.	.	.	.	.	.	.	.	0	77	"f"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	78	"ø"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	79	"l"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	2046,00	0	.	.	.	.	.	.	.	.	0	80	"t"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	2139,00	0	.	.	.	.	.	.	.	.	0	81	"o"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	2046,00	0	.	.	.	.	.	.	.	.	0	82	"s"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	2139,00	0	.	.	.	.	.	.	.	.	0	83	"b"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	84	"e"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	85	"g"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	86	"r"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	87	"æ"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	88	"n"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	89	"s"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	90	"e"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	2046,00	0	.	.	.	.	.	.	.	.	0	91	"t"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	2139,00	0	.	.	.	.	.	.	.	.	0	92	"a"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	93	"f"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	2046,00	68	68	3	.	.	2	1	68	1	1	94	","	0	0	1	1	1	1	0	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	2139,00	0	.	.	.	.	.	.	.	.	0	95	"i"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	96	"n"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	97	"d"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	98	"e"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
"P09"	3	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	99	"l"	.	.	.	.	.	.	1	[0, 94, 10, 0]	309,00	5	161	"Trial: 3"	2	497	3	1	1327
